== TRAIN  (1041 articles, 34178 sentences) ==
article_id: raw_split1/1143   sentences: 32
article_id: raw_split2/244   sentences: 58
article_id: raw_split2/256   sentences: 27
article_id: raw_split2/484   sentences: 28
article_id: raw_split2/258   sentences: 33
article_id: raw_split2/707   sentences: 31
article_id: raw_split2/260   sentences: 31
article_id: raw_split1/1534   sentences: 31
article_id: raw_split2/179   sentences: 29
article_id: raw_split1/697   sentences: 31
article_id: raw_split2/664   sentences: 37
article_id: raw_split2/761   sentences: 66
article_id: raw_split2/517   sentences: 62
article_id: raw_split2/962   sentences: 33
article_id: raw_split1/1039   sentences: 34
article_id: raw_split1/324   sentences: 30
article_id: raw_split2/976   sentences: 37
article_id: raw_split2/172   sentences: 29
article_id: raw_split2/530   sentences: 28
article_id: raw_split2/464   sentences: 29
article_id: raw_split2/737   sentences: 32
article_id: raw_split2/273   sentences: 28
article_id: raw_split2/251   sentences: 30
article_id: raw_split2/617   sentences: 29
article_id: raw_split1/36   sentences: 26
article_id: raw_split2/787   sentences: 27
article_id: raw_split1/2587   sentences: 32
article_id: raw_split1/1647   sentences: 30
article_id: raw_split2/92   sentences: 27
article_id: raw_split2/625   sentences: 30
article_id: raw_split2/131   sentences: 33
article_id: raw_split2/596   sentences: 28
article_id: raw_split1/1508   sentences: 34
article_id: raw_split2/70   sentences: 49
article_id: raw_split2/988   sentences: 30
article_id: raw_split2/322   sentences: 25
article_id: raw_split1/2635   sentences: 30
article_id: raw_split1/445   sentences: 39
article_id: raw_split2/605   sentences: 29
article_id: raw_split1/290   sentences: 29
article_id: raw_split2/812   sentences: 37
article_id: raw_split2/50   sentences: 37
article_id: raw_split1/19   sentences: 37
article_id: raw_split1/88   sentences: 33
article_id: raw_split2/807   sentences: 36
article_id: raw_split1/478   sentences: 32
article_id: raw_split1/1071   sentences: 33
article_id: raw_split2/981   sentences: 89
article_id: raw_split2/130   sentences: 35
article_id: raw_split2/731   sentences: 33
article_id: raw_split1/1072   sentences: 29
article_id: raw_split1/2185   sentences: 26
article_id: raw_split2/240   sentences: 26
article_id: raw_split2/418   sentences: 29
article_id: raw_split1/2019   sentences: 31
article_id: raw_split2/706   sentences: 29
article_id: raw_split2/318   sentences: 27
article_id: raw_split2/441   sentences: 32
article_id: raw_split2/995   sentences: 27
article_id: raw_split2/315   sentences: 28
article_id: raw_split2/585   sentences: 31
article_id: raw_split2/333   sentences: 28
article_id: raw_split2/39   sentences: 35
article_id: raw_split2/115   sentences: 29
article_id: raw_split2/353   sentences: 19
article_id: raw_split1/2092   sentences: 33
article_id: raw_split2/744   sentences: 30
article_id: raw_split2/98   sentences: 26
article_id: raw_split2/598   sentences: 29
article_id: raw_split2/466   sentences: 33
article_id: raw_split2/459   sentences: 29
article_id: raw_split2/22   sentences: 29
article_id: raw_split2/120   sentences: 55
article_id: raw_split2/28   sentences: 27
article_id: raw_split2/771   sentences: 28
article_id: raw_split2/953   sentences: 55
article_id: raw_split2/703   sentences: 34
article_id: raw_split1/189   sentences: 23
article_id: raw_split1/1585   sentences: 30
article_id: raw_split1/1586   sentences: 25
article_id: raw_split2/101   sentences: 31
article_id: raw_split1/1622   sentences: 28
article_id: raw_split2/656   sentences: 30
article_id: raw_split2/734   sentences: 88
article_id: raw_split2/835   sentences: 31
article_id: raw_split2/127   sentences: 23
article_id: raw_split2/978   sentences: 30
article_id: raw_split1/1845   sentences: 45
article_id: raw_split2/123   sentences: 28
article_id: raw_split2/207   sentences: 33
article_id: raw_split2/128   sentences: 25
article_id: raw_split2/274   sentences: 37
article_id: raw_split1/20   sentences: 23
article_id: raw_split2/89   sentences: 31
article_id: raw_split2/700   sentences: 28
article_id: raw_split1/2086   sentences: 32
article_id: raw_split1/1641   sentences: 36
article_id: raw_split1/1680   sentences: 29
article_id: raw_split2/31   sentences: 28
article_id: raw_split2/720   sentences: 26
article_id: raw_split2/608   sentences: 25
article_id: raw_split2/756   sentences: 29
article_id: raw_split2/909   sentences: 38
article_id: raw_split2/488   sentences: 28
article_id: raw_split1/70   sentences: 27
article_id: raw_split2/138   sentences: 31
article_id: raw_split2/310   sentences: 32
article_id: raw_split2/999   sentences: 31
article_id: raw_split2/168   sentences: 30
article_id: raw_split2/922   sentences: 61
article_id: raw_split1/2065   sentences: 26
article_id: raw_split2/887   sentences: 34
article_id: raw_split2/438   sentences: 33
article_id: raw_split2/27   sentences: 30
article_id: raw_split2/758   sentences: 28
article_id: raw_split2/900   sentences: 30
article_id: raw_split2/276   sentences: 62
article_id: raw_split2/450   sentences: 27
article_id: raw_split1/1038   sentences: 29
article_id: raw_split1/309   sentences: 29
article_id: raw_split2/809   sentences: 27
article_id: raw_split1/2166   sentences: 35
article_id: raw_split1/172   sentences: 39
article_id: raw_split1/256   sentences: 21
article_id: raw_split2/451   sentences: 30
article_id: raw_split2/754   sentences: 27
article_id: raw_split1/2085   sentences: 27
article_id: raw_split2/229   sentences: 61
article_id: raw_split1/1646   sentences: 35
article_id: raw_split2/343   sentences: 71
article_id: raw_split2/185   sentences: 31
article_id: raw_split1/1178   sentences: 23
article_id: raw_split2/302   sentences: 31
article_id: raw_split2/497   sentences: 88
article_id: raw_split2/937   sentences: 28
article_id: raw_split2/141   sentences: 34
article_id: raw_split2/957   sentences: 30
article_id: raw_split2/440   sentences: 39
article_id: raw_split2/609   sentences: 33
article_id: raw_split2/587   sentences: 29
article_id: raw_split2/74   sentences: 28
article_id: raw_split2/411   sentences: 30
article_id: raw_split2/135   sentences: 52
article_id: raw_split2/874   sentences: 45
article_id: raw_split2/81   sentences: 30
article_id: raw_split2/186   sentences: 21
article_id: raw_split2/624   sentences: 30
article_id: raw_split1/2614   sentences: 33
article_id: raw_split1/1642   sentences: 31
article_id: raw_split2/330   sentences: 31
article_id: raw_split1/2168   sentences: 29
article_id: raw_split2/281   sentences: 27
article_id: raw_split1/579   sentences: 33
article_id: raw_split2/705   sentences: 32
article_id: raw_split2/694   sentences: 54
article_id: raw_split1/1714   sentences: 41
article_id: raw_split2/279   sentences: 31
article_id: raw_split2/916   sentences: 32
article_id: raw_split2/652   sentences: 28
article_id: raw_split1/581   sentences: 29
article_id: raw_split1/1245   sentences: 25
article_id: raw_split2/288   sentences: 33
article_id: raw_split2/336   sentences: 29
article_id: raw_split1/2347   sentences: 30
article_id: raw_split2/48   sentences: 28
article_id: raw_split2/398   sentences: 30
article_id: raw_split2/906   sentences: 33
article_id: raw_split2/465   sentences: 29
article_id: raw_split2/778   sentences: 91
article_id: raw_split2/917   sentences: 31
article_id: raw_split2/884   sentences: 29
article_id: raw_split2/798   sentences: 33
article_id: raw_split1/730   sentences: 33
article_id: raw_split2/416   sentences: 30
article_id: raw_split2/669   sentences: 29
article_id: raw_split2/148   sentences: 34
article_id: raw_split2/618   sentences: 34
article_id: raw_split1/393   sentences: 34
article_id: raw_split2/483   sentences: 25
article_id: raw_split2/899   sentences: 46
article_id: raw_split2/818   sentences: 24
article_id: raw_split2/914   sentences: 41
article_id: raw_split2/58   sentences: 81
article_id: raw_split2/448   sentences: 26
article_id: raw_split2/959   sentences: 40
article_id: raw_split2/18   sentences: 31
article_id: raw_split1/87   sentences: 26
article_id: raw_split1/628   sentences: 30
article_id: raw_split2/565   sentences: 28
article_id: raw_split2/287   sentences: 27
article_id: raw_split2/298   sentences: 32
article_id: raw_split2/912   sentences: 26
article_id: raw_split2/558   sentences: 24
article_id: raw_split2/442   sentences: 71
article_id: raw_split1/918   sentences: 27
article_id: raw_split2/158   sentences: 29
article_id: raw_split2/84   sentences: 32
article_id: raw_split2/345   sentences: 29
article_id: raw_split1/1660   sentences: 25
article_id: raw_split1/1211   sentences: 33
article_id: raw_split1/2618   sentences: 27
article_id: raw_split2/152   sentences: 31
article_id: raw_split2/513   sentences: 26
article_id: raw_split1/258   sentences: 33
article_id: raw_split2/354   sentences: 26
article_id: raw_split2/309   sentences: 24
article_id: raw_split2/431   sentences: 45
article_id: raw_split2/882   sentences: 57
article_id: raw_split2/94   sentences: 30
article_id: raw_split2/334   sentences: 28
article_id: raw_split2/239   sentences: 48
article_id: raw_split2/729   sentences: 29
article_id: raw_split2/113   sentences: 32
article_id: raw_split2/515   sentences: 30
article_id: raw_split2/967   sentences: 29
article_id: raw_split2/405   sentences: 27
article_id: raw_split1/307   sentences: 32
article_id: raw_split2/144   sentences: 26
article_id: raw_split2/658   sentences: 32
article_id: raw_split2/567   sentences: 29
article_id: raw_split2/599   sentences: 29
article_id: raw_split2/821   sentences: 32
article_id: raw_split2/387   sentences: 30
article_id: raw_split2/584   sentences: 33
article_id: raw_split1/154   sentences: 28
article_id: raw_split2/374   sentences: 35
article_id: raw_split2/341   sentences: 28
article_id: raw_split2/645   sentences: 31
article_id: raw_split2/202   sentences: 24
article_id: raw_split2/137   sentences: 30
article_id: raw_split1/2217   sentences: 31
article_id: raw_split2/196   sentences: 28
article_id: raw_split2/188   sentences: 28
article_id: raw_split2/966   sentences: 33
article_id: raw_split2/752   sentences: 36
article_id: raw_split2/710   sentences: 30
article_id: raw_split2/873   sentences: 29
article_id: raw_split2/634   sentences: 34
article_id: raw_split2/531   sentences: 32
article_id: raw_split2/499   sentences: 30
article_id: raw_split2/242   sentences: 36
article_id: raw_split1/547   sentences: 28
article_id: raw_split2/417   sentences: 33
article_id: raw_split2/783   sentences: 32
article_id: raw_split2/96   sentences: 24
article_id: raw_split2/408   sentences: 32
article_id: raw_split2/71   sentences: 32
article_id: raw_split2/796   sentences: 30
article_id: raw_split2/468   sentences: 24
article_id: raw_split2/848   sentences: 30
article_id: raw_split2/990   sentences: 28
article_id: raw_split1/698   sentences: 26
article_id: raw_split2/91   sentences: 23
article_id: raw_split1/2150   sentences: 31
article_id: raw_split2/437   sentences: 26
article_id: raw_split2/676   sentences: 28
article_id: raw_split1/1779   sentences: 30
article_id: raw_split1/103   sentences: 35
article_id: raw_split2/968   sentences: 33
article_id: raw_split2/228   sentences: 34
article_id: raw_split2/33   sentences: 29
article_id: raw_split2/677   sentences: 65
article_id: raw_split2/452   sentences: 26
article_id: raw_split1/2219   sentences: 33
article_id: raw_split2/904   sentences: 30
article_id: raw_split1/1335   sentences: 30
article_id: raw_split2/623   sentences: 27
article_id: raw_split2/890   sentences: 32
article_id: raw_split1/2390   sentences: 32
article_id: raw_split2/950   sentences: 31
article_id: raw_split2/329   sentences: 37
article_id: raw_split2/77   sentences: 57
article_id: raw_split2/936   sentences: 27
article_id: raw_split1/1766   sentences: 34
article_id: raw_split2/449   sentences: 27
article_id: raw_split1/2038   sentences: 35
article_id: raw_split2/845   sentences: 33
article_id: raw_split2/844   sentences: 76
article_id: raw_split2/303   sentences: 29
article_id: raw_split2/458   sentences: 30
article_id: raw_split2/226   sentences: 27
article_id: raw_split2/646   sentences: 29
article_id: raw_split2/539   sentences: 29
article_id: raw_split2/568   sentences: 29
article_id: raw_split1/156   sentences: 30
article_id: raw_split2/114   sentences: 38
article_id: raw_split2/187   sentences: 28
article_id: raw_split2/338   sentences: 49
article_id: raw_split2/982   sentences: 28
article_id: raw_split2/760   sentences: 25
article_id: raw_split2/198   sentences: 58
article_id: raw_split2/413   sentences: 30
article_id: raw_split2/505   sentences: 35
article_id: raw_split1/137   sentences: 24
article_id: raw_split2/955   sentences: 36
article_id: raw_split2/935   sentences: 29
article_id: raw_split2/816   sentences: 37
article_id: raw_split2/95   sentences: 26
article_id: raw_split1/530   sentences: 35
article_id: raw_split1/2149   sentences: 28
article_id: raw_split1/2351   sentences: 34
article_id: raw_split2/728   sentences: 33
article_id: raw_split2/376   sentences: 25
article_id: raw_split1/35   sentences: 35
article_id: raw_split2/145   sentences: 29
article_id: raw_split1/1784   sentences: 32
article_id: raw_split1/2463   sentences: 27
article_id: raw_split2/4   sentences: 35
article_id: raw_split2/554   sentences: 29
article_id: raw_split2/911   sentences: 29
article_id: raw_split1/715   sentences: 24
article_id: raw_split1/2020   sentences: 26

== VAL  (130 articles, 4404 sentences) ==
article_id: raw_split2/549   sentences: 32
article_id: raw_split1/2391   sentences: 32
article_id: raw_split2/23   sentences: 34
article_id: raw_split2/175   sentences: 31
article_id: raw_split2/367   sentences: 28
article_id: raw_split1/630   sentences: 31
article_id: raw_split2/657   sentences: 28
article_id: raw_split2/2   sentences: 30
article_id: raw_split2/753   sentences: 29
article_id: raw_split2/136   sentences: 58
article_id: raw_split2/785   sentences: 35
article_id: raw_split2/924   sentences: 30
article_id: raw_split2/278   sentences: 56
article_id: raw_split2/15   sentences: 29
article_id: raw_split2/20   sentences: 27
article_id: raw_split1/885   sentences: 29
article_id: raw_split2/797   sentences: 31
article_id: raw_split1/1826   sentences: 42
article_id: raw_split2/895   sentences: 28
article_id: raw_split2/463   sentences: 33
article_id: raw_split2/181   sentences: 28
article_id: raw_split2/604   sentences: 33
article_id: raw_split2/79   sentences: 36
article_id: raw_split2/663   sentences: 29
article_id: raw_split2/44   sentences: 29
article_id: raw_split1/308   sentences: 34
article_id: raw_split2/789   sentences: 24
article_id: raw_split2/399   sentences: 30
article_id: raw_split2/747   sentences: 37
article_id: raw_split2/983   sentences: 29
article_id: raw_split2/370   sentences: 38
article_id: raw_split2/439   sentences: 52
article_id: raw_split2/139   sentences: 36
article_id: raw_split1/206   sentences: 28
article_id: raw_split2/304   sentences: 54
article_id: raw_split2/351   sentences: 33
article_id: raw_split2/344   sentences: 29
article_id: raw_split1/52   sentences: 31
article_id: raw_split2/642   sentences: 35
article_id: raw_split2/601   sentences: 50
article_id: raw_split2/62   sentences: 29
article_id: raw_split1/664   sentences: 36
article_id: raw_split2/733   sentences: 30
article_id: raw_split1/2407   sentences: 26
article_id: raw_split2/591   sentences: 32
article_id: raw_split1/2461   sentences: 20
article_id: raw_split2/790   sentences: 52
article_id: raw_split1/342   sentences: 26
article_id: raw_split2/118   sentences: 56
article_id: raw_split2/284   sentences: 29
article_id: raw_split1/2497   sentences: 37
article_id: raw_split2/963   sentences: 32
article_id: raw_split1/1527   sentences: 35
article_id: raw_split2/944   sentences: 26
article_id: raw_split2/857   sentences: 30
article_id: raw_split2/476   sentences: 30
article_id: raw_split2/395   sentences: 30
article_id: raw_split1/2510   sentences: 35
article_id: raw_split2/250   sentences: 35
article_id: raw_split2/88   sentences: 35
article_id: raw_split2/424   sentences: 30
article_id: raw_split2/872   sentences: 62
article_id: raw_split2/693   sentences: 28
article_id: raw_split2/918   sentences: 31
article_id: raw_split2/205   sentences: 28
article_id: raw_split2/925   sentences: 33
article_id: raw_split2/898   sentences: 22
article_id: raw_split2/653   sentences: 29
article_id: raw_split2/385   sentences: 25
article_id: raw_split2/119   sentences: 27
article_id: raw_split2/308   sentences: 53
article_id: raw_split2/216   sentences: 73
article_id: raw_split2/42   sentences: 26
article_id: raw_split2/46   sentences: 29
article_id: raw_split1/1650   sentences: 36
article_id: raw_split1/645   sentences: 30
article_id: raw_split1/1355   sentences: 28
article_id: raw_split2/176   sentences: 28
article_id: raw_split1/868   sentences: 26
article_id: raw_split2/726   sentences: 30
article_id: raw_split2/684   sentences: 30
article_id: raw_split2/394   sentences: 26
article_id: raw_split1/479   sentences: 28
article_id: raw_split2/820   sentences: 26
article_id: raw_split2/204   sentences: 62
article_id: raw_split2/913   sentences: 30
article_id: raw_split2/455   sentences: 27
article_id: raw_split2/8   sentences: 27
article_id: raw_split1/2435   sentences: 25
article_id: raw_split1/2353   sentences: 28
article_id: raw_split2/325   sentences: 52
article_id: raw_split1/2567   sentences: 29
article_id: raw_split2/607   sentences: 33
article_id: raw_split2/54   sentences: 26
article_id: raw_split2/784   sentences: 28
article_id: raw_split1/2475   sentences: 37
article_id: raw_split1/1090   sentences: 37
article_id: raw_split2/300   sentences: 31
article_id: raw_split1/2539   sentences: 34
article_id: raw_split1/2066   sentences: 26
article_id: raw_split2/667   sentences: 33
article_id: raw_split2/579   sentences: 24
article_id: raw_split1/2695   sentences: 31
article_id: raw_split2/47   sentences: 32
article_id: raw_split2/400   sentences: 32
article_id: raw_split2/446   sentences: 27
article_id: raw_split2/680   sentences: 31
article_id: raw_split2/533   sentences: 25
article_id: raw_split2/271   sentences: 25
article_id: raw_split2/313   sentences: 55
article_id: raw_split2/257   sentences: 36
article_id: raw_split1/2462   sentences: 32
article_id: raw_split2/712   sentences: 28
article_id: raw_split1/1244   sentences: 34
article_id: raw_split2/689   sentences: 36
article_id: raw_split2/961   sentences: 29
article_id: raw_split2/292   sentences: 34
article_id: raw_split2/275   sentences: 52
article_id: raw_split2/382   sentences: 79
article_id: raw_split2/357   sentences: 32
article_id: raw_split1/2091   sentences: 30
article_id: raw_split2/969   sentences: 25
article_id: raw_split2/507   sentences: 45
article_id: raw_split2/427   sentences: 24
article_id: raw_split1/239   sentences: 35
article_id: raw_split2/167   sentences: 59
article_id: raw_split1/1262   sentences: 43
article_id: raw_split2/681   sentences: 35
article_id: raw_split2/268   sentences: 28
article_id: raw_split2/910   sentences: 28

== TEST  (130 articles, 4243 sentences) ==
article_id: raw_split2/221   sentences: 29
article_id: raw_split1/2355   sentences: 32
article_id: raw_split2/888   sentences: 28
article_id: raw_split2/600   sentences: 27
article_id: raw_split2/41   sentences: 25
article_id: raw_split2/589   sentences: 35
article_id: raw_split2/324   sentences: 30
article_id: raw_split2/722   sentences: 32
article_id: raw_split2/121   sentences: 28
article_id: raw_split2/649   sentences: 31
article_id: raw_split1/867   sentences: 24
article_id: raw_split2/485   sentences: 30
article_id: raw_split2/323   sentences: 30
article_id: raw_split2/492   sentences: 49
article_id: raw_split2/826   sentences: 26
article_id: raw_split2/494   sentences: 33
article_id: raw_split2/977   sentences: 39
article_id: raw_split2/651   sentences: 30
article_id: raw_split1/291   sentences: 31
article_id: raw_split2/371   sentences: 30
article_id: raw_split2/889   sentences: 33
article_id: raw_split2/831   sentences: 37
article_id: raw_split2/272   sentences: 29
article_id: raw_split2/901   sentences: 25
article_id: raw_split1/122   sentences: 27
article_id: raw_split2/523   sentences: 29
article_id: raw_split2/930   sentences: 28
article_id: raw_split2/301   sentences: 32
article_id: raw_split2/633   sentences: 30
article_id: raw_split2/799   sentences: 90
article_id: raw_split1/1848   sentences: 35
article_id: raw_split2/109   sentences: 26
article_id: raw_split1/121   sentences: 30
article_id: raw_split2/561   sentences: 25
article_id: raw_split2/378   sentences: 29
article_id: raw_split2/443   sentences: 30
article_id: raw_split2/12   sentences: 32
article_id: raw_split2/525   sentences: 30
article_id: raw_split2/870   sentences: 26
article_id: raw_split2/159   sentences: 27
article_id: raw_split2/86   sentences: 26
article_id: raw_split2/103   sentences: 28
article_id: raw_split1/462   sentences: 32
article_id: raw_split2/327   sentences: 35
article_id: raw_split2/17   sentences: 31
article_id: raw_split2/321   sentences: 26
article_id: raw_split2/35   sentences: 32
article_id: raw_split1/358   sentences: 28
article_id: raw_split2/540   sentences: 26
article_id: raw_split1/2352   sentences: 38
article_id: raw_split2/611   sentences: 29
article_id: raw_split2/481   sentences: 33
article_id: raw_split2/678   sentences: 28
article_id: raw_split2/87   sentences: 24
article_id: raw_split1/460   sentences: 34
article_id: raw_split2/415   sentences: 27
article_id: raw_split1/580   sentences: 34
article_id: raw_split2/885   sentences: 28
article_id: raw_split1/2637   sentences: 27
article_id: raw_split2/984   sentences: 33
article_id: raw_split2/538   sentences: 30
article_id: raw_split2/349   sentences: 28
article_id: raw_split2/171   sentences: 30
article_id: raw_split2/713   sentences: 25
article_id: raw_split1/2201   sentences: 32
article_id: raw_split2/767   sentences: 27
article_id: raw_split1/2132   sentences: 27
article_id: raw_split1/1   sentences: 29
article_id: raw_split2/406   sentences: 30
article_id: raw_split2/254   sentences: 28
article_id: raw_split2/877   sentences: 23
article_id: raw_split2/566   sentences: 35
article_id: raw_split2/383   sentences: 37
article_id: raw_split2/491   sentences: 68
article_id: raw_split2/842   sentences: 28
article_id: raw_split2/952   sentences: 56
article_id: raw_split2/248   sentences: 27
article_id: raw_split2/740   sentences: 28
article_id: raw_split1/1781   sentences: 34
article_id: raw_split2/456   sentences: 65
article_id: raw_split1/2649   sentences: 27
article_id: raw_split2/939   sentences: 27
article_id: raw_split2/252   sentences: 27
article_id: raw_split1/241   sentences: 31
article_id: raw_split2/851   sentences: 29
article_id: raw_split2/527   sentences: 30
article_id: raw_split1/444   sentences: 31
article_id: raw_split1/611   sentences: 29
article_id: raw_split2/369   sentences: 30
article_id: raw_split2/59   sentences: 29
article_id: raw_split2/704   sentences: 25
article_id: raw_split2/5   sentences: 30
article_id: raw_split2/67   sentences: 33
article_id: raw_split1/2555   sentences: 28
article_id: raw_split2/891   sentences: 40
article_id: raw_split2/307   sentences: 31
article_id: raw_split2/847   sentences: 27
article_id: raw_split2/738   sentences: 29
article_id: raw_split1/2481   sentences: 30
article_id: raw_split2/1   sentences: 28
article_id: raw_split2/776   sentences: 29
article_id: raw_split2/719   sentences: 26
article_id: raw_split1/461   sentences: 33
article_id: raw_split1/883   sentences: 35
article_id: raw_split2/107   sentences: 91
article_id: raw_split2/576   sentences: 51
article_id: raw_split2/163   sentences: 28
article_id: raw_split2/192   sentences: 28
article_id: raw_split2/30   sentences: 32
article_id: raw_split2/134   sentences: 27
article_id: raw_split2/6   sentences: 28
article_id: raw_split2/822   sentences: 26
article_id: raw_split2/320   sentences: 29
article_id: raw_split1/2350   sentences: 39
article_id: raw_split2/907   sentences: 38
article_id: raw_split2/709   sentences: 59
article_id: raw_split2/154   sentences: 32
article_id: raw_split2/261   sentences: 29
article_id: raw_split1/325   sentences: 32
article_id: raw_split2/61   sentences: 32
article_id: raw_split2/562   sentences: 35
article_id: raw_split2/265   sentences: 32
article_id: raw_split2/834   sentences: 29
article_id: raw_split2/673   sentences: 30
article_id: raw_split2/245   sentences: 54
article_id: raw_split1/1073   sentences: 33
article_id: raw_split2/849   sentences: 56
article_id: raw_split2/105   sentences: 27
article_id: raw_split2/352   sentences: 25
article_id: raw_split2/577   sentences: 52

